OTU	NTC	NTC	NTC	NTC	NTC	NTC	P2	D26	P27	P6	D6	V6	S6	V4	P9	S22	D2	P30A	V9	S13	S30A	D9	D13	V13	V23	V17	V16	D16	S17	P22	P17	D17	S9	P10	D22	S4	P5	P23	D23	V2	V2_3	S2_2	D24	V24	V5	S24	P26	S31	S27	S2	V27	S26	V10	V2_2	V30B	V78	V30A	P16	D30B	S10	D30A	S78	D31	P13	D4	D5	P76	D76	V76	S30B	P31	D78	S76	P78	P4	P2_2	P2_3	D2_2	D27	S23	P24	S2_3	V31	P30B	V26	V22	D10	S16	D2_3	S5
OTU211	0	0	0	0	0	0	0	0	0	0	13	5	79	0	0	0	117	0	0	13	24	0	64	0	0	0	0	0	19	0	16	40	0	6	11	0	0	0	4	10	9	0	448	0	7	0	0	51	0	2	0	0	6	12	2	0	0	2	0	107	3625	0	3104	0	11	15	0	0	0	14	0	14	10	0	0	0	0	183	0	0	0	1	0	8	0	0	0	22	204	4
OTU212	0	0	0	0	0	0	5	81	0	1	0	1	7	2	4	3	1	2	3	5	0	34	9	0	0	0	5	3	4	10	2	21	7	0	0	5	1	2	36	7	4	17	0	2	9	7	3	9	1	11	4	11	5	8	4	0	0	3	1	7	1	0	1	2	0	0	0	7	1	2	0	0	5	9	6	7	3	0	24	18	3	12	0	2	2	0	4	1	11	5
OTU213	0	0	0	0	0	0	0	12	0	0	0	0	160	0	0	2	0	2	0	0	0	0	0	0	0	0	0	20	71	0	0	1	0	0	0	10	0	0	20	1	0	60	0	0	0	0	0	15	0	64	2	0	0	0	0	0	0	0	26	0	6	85	30	0	197	15	0	0	0	68	0	1	0	0	1	0	0	0	0	8	0	55	0	0	0	0	0	5	0	1
OTU214	0	0	0	0	0	0	1	1567	0	0	57	1	1595	0	0	15	0	0	0	34	1	0	300	1	0	0	0	7	19	0	0	0	1	0	0	107	0	0	12	0	0	0	0	0	1	36	0	11	4	0	4	103	0	0	0	0	0	11	19	11	0	0	0	0	1	121	1	14750	0	9	0	0	1189	1	0	0	2	0	33	7	0	2	0	0	0	0	0	6635	0	0
OTU215	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	4	3	54	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	6	1	3	0	7	0	0	0	0	2	0	0	2	4	0	0	1	0	0	1	295	2	0	41	0	0	0	0	0	9	0	0	0	0	0	3	3	6	0	0	0	3	1	0	0	0	0	0	1	2
OTU216	0	0	0	0	0	0	0	0	1	0	0	19	6	0	42	6	0	54	0	0	24	0	0	1	34	2	0	0	7	33	9	5	0	0	19	2	0	0	4	0	0	0	9	11	2	3	0	27	8	0	10	0	5	0	0	0	0	0	0	7	361	19	67	0	0	66	0	0	0	6	0	4	0	0	0	0	0	0	1	8	0	0	6	1	6	0	38	5	0	13
OTU217	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU218	0	0	0	0	0	0	3	0	0	5	6	5	26	9	0	0	7	0	0	9	4	0	113	0	0	0	0	0	9	12	11	29	0	16	16	1	1	2	0	6	3	3	0	0	1	8	2	31	1	1	3	20	11	5	0	1	0	3	10	5	0	4	0	8	0	0	0	0	0	1	3	0	0	6	0	4	1	3	0	5	1	1	0	0	15	0	5	0	15	14
OTU219	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	3	0	0	0	86	0	0	0	3	0	0	0	0	0	94	0	0	0	0	0	0	14	0	4	16	0	20	6	0	0	0	0	9	0	0	221	0	0	0	0	16	0	0	0	60	280	2	0	48	0	0	0	0	0	0	65	0	0	1	0	0	0	0	0	0	0
OTU220	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU221	0	0	0	0	0	0	24	0	106	3	1	9	0	4	1	0	6	0	0	2	2	0	3	0	0	0	0	3	2	1	28	0	3	8	2	9	2	109	1	3	5	1	8	0	1	0	103	4	1	10	3	3	20	7	0	0	0	13	0	1	1	2	70	19	1	1	0	0	0	1	1	8	0	1	3	20	16	3	4	3	23	6	0	1	1	0	6	0	2	1
OTU222	0	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353
OTU224	0	0	0	0	0	0	7	0	0	1	0	0	4	0	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	109	110	13	0	0	14	0	0	0	0	6	0	0	0	76	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	5	0	0	0	0	0	0	0	13
OTU225	0	0	0	0	0	0	58	71	58	3	0	19	33	10	8	1	10	5	5	26	92	1	5	3	4	57	68	1	44	2	4	0	13	8	0	113	0	4	21	36	38	56	3	16	7	30	79	15	18	58	26	45	18	60	14	7	7	4	2	91	13	14	22	21	0	0	2	0	0	32	1	411	78	35	31	44	34	4	0	50	80	30	2	7	12	11	0	9	2	47
OTU226	0	0	0	0	0	0	44	0	3	5	0	22	6	0	8	2	2	4	63	1	7	5	0	10	0	0	0	5	3	0	0	0	1	0	0	7	38	0	0	2	1	1	0	3	1	0	0	6	3	1	5	0	2	4	11	0	0	2	0	3	0	2	2	8	0	14	0	0	0	1	6	0	17	2	2	56	32	0	0	7	0	1	4	0	2	107	4	1	0	4
OTU227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU229	0	0	0	0	0	0	0	401	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU230	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU231	0	0	0	0	0	0	1	0	3	0	13	4	17	10	0	0	2	14	1	38	5	5	29	0	0	0	0	21	0	0	5	0	0	0	6	4	0	0	0	6	2	1	2	0	0	24	0	1	3	2	3	13	0	1	3	0	2	18	33	16	0	4	2	0	0	0	0	4	1	3	6	1	14	0	1	0	0	7	5	1	0	0	0	0	1	6	0	1	14	4
OTU232	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	2	3	0	60	0	0	0	0	26	0	0	5	0	0	85	0	0	0	2	0	0	1	0	2	0	2	0	0	0	0	1	0	18	1	0	0	0	4	15	0	1	0	0	0	1	0	0	7	0	28	1	0	1	2	0	0	0	0	3	0	5	0	0	0	0	0	0	53	1	3	1
OTU233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU235	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	22	2	4	15	5	1	5	3	0	0	0	0	3	0	22	0	0	4	0	1	1	0	0	6	4	0	0	0	3	18	2	26	3	4	3	30	0	2	0	0	0	0	0	19	0	0	1	1	0	0	0	0	8	0	0	0	2	0	0	0	0	94	0	13	0	3	0	0	8	0	9	0	35	4
OTU236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	64	0	2	0	0	0	0	4	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU237	0	0	0	0	0	1	0	0	0	0	3	0	13	15	0	94	17	0	2	43	0	30	14	0	7	0	0	2	688	0	3	183	100	0	4	403	0	1	123	25	21	47	55	0	1	444	0	15	0	50	6	35	1	26	0	1	0	18	0	402	9	4077	0	0	25	320	1	0	1	111	4	1	566	2	0	0	0	0	0	160	1	65	0	0	0	0	0	211	4	5220
OTU238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU239	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	15	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	20	0	0	0	0	272	0	0	0	0	0	0	4	21	0	2	0	0	0	0	0	13	1	0	0	0	0	0	0	0	5	0	0
OTU240	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	4	0	17	0	0	1	180	11	0	0	0	0	0	0	0	0	0	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39	2	0	2	0	0	0	0	0	0	0	0	18	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	2	0	0	0	0	0	0	9
OTU241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	165	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	240	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187
OTU242	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU243	0	0	0	0	0	0	1	0	0	1	0	1	2	1	0	0	0	0	3	18	0	22	0	0	0	0	8	5	1	1	0	0	28	0	0	1	0	0	0	23	8	1	0	0	35	0	3	0	3	6	1	18	3	15	2	0	0	0	0	0	0	0	0	6	0	0	0	0	2	4	1	0	0	0	109	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU244	0	0	0	0	0	0	0	3	2	0	4	0	4	2	1	9	1	0	0	16	2	4	18	0	3	0	0	7	24	0	2	0	4	0	0	2	0	0	75	0	1	7	7	0	0	3	0	12	0	5	0	4	0	0	0	0	0	2	19	0	0	0	3	2	40	9	0	4	0	9	0	6	7	0	0	1	0	0	0	27	0	2	0	0	0	0	0	7	0	0
OTU245	0	0	0	0	0	0	11	51	0	0	0	0	3	3	0	3	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	20	0	0	0	3	0	0	9	1	1	4	1	0	0	0	0	4	0	1	0	0	0	0	0	2	0	0	0	0	166	12	0	0	0	0	2	0	0	3	0	0	0	1	1	8	7	2	1	2	0	7	0	0	0	0	0	0	0	0
OTU246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	52	75	0	0	0	0	0	0	0	0	0	0	0	13	13	25	0	0	0	0	0	0	1	0	1	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	108	0	0	0	0	0	0	0
OTU247	0	0	0	0	0	0	1	6	0	0	0	0	0	2	0	54	0	0	0	23	0	0	32	1	0	0	0	4	17	0	2	4	0	0	0	2	0	0	21	1	1	1	9	0	0	6	0	16	3	6	4	7	0	0	0	0	0	0	13	0	0	0	0	1	24	0	0	0	0	7	4	6	7	0	3	0	1	4	5	3	0	3	0	0	0	1	0	7	0	0
OTU248	0	0	0	0	0	0	9	0	0	2	0	0	15	0	0	31	19	0	10	34	0	0	8	0	0	0	1	5	0	0	8	0	7	2	0	12	0	0	2	8	2	5	0	0	1	8	3	17	1	1	4	52	1	2	0	0	0	12	16	0	0	3	0	8	0	86	1	1	11	21	0	9	1	1	0	8	2	21	3	7	0	8	0	2	0	1	18	15	9	21
OTU249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU250	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
OTU251	74	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU252	0	0	0	0	0	0	2	27	3	1	7	4	4	1	2	115	0	0	3	8	2	5	4	0	11	1	0	0	1	2	0	3	5	8	2	24	0	0	72	2	0	0	14	0	3	11	3	35	2	0	1	21	0	3	3	4	2	0	31	19	10	19	0	2	658	254	0	35	0	2	1	15	14	12	2	1	4	0	5	5	2	1	0	1	0	2	34	0	3	9
OTU253	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	10	106	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU254	0	0	0	0	0	0	0	289	0	1	53	0	706	3	0	12	0	0	0	100	47	1	534	0	0	0	0	0	25	0	0	8	7	6	16	2493	0	0	38	0	0	95	7	0	1	8	0	29	2	63	2	3	0	0	0	0	1	0	21	189	1923	1352	0	0	5	582	1	234	0	3	0	2	5681	3	9	0	0	0	17	98	0	100	0	0	0	0	0	588	0	46
OTU255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	137	0	0	0	0	1	0	0	0	0	1	7	0	2	0	0	1	0	2	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	83	0	0	0	0	120	0	0	0	0	0
OTU256	0	0	0	0	0	0	4	0	1	3	1	0	7	5	0	2	0	0	0	2	2	0	0	1	0	0	0	17	7	0	0	0	5	4	4	2	0	0	0	0	0	9	0	0	0	14	1	24	2	10	4	1	28	0	0	0	0	0	3	1	13	1	3	7	0	0	5	0	0	4	0	17	1	0	0	0	0	0	0	0	0	14	0	7	2	0	25	0	0	10
OTU257	0	0	0	0	0	0	65	0	0	4	0	2	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	70	75	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU258	0	0	0	0	0	0	15	0	0	0	1	5	0	4	5	0	0	0	0	0	0	0	0	1	7	1	5	0	1	0	0	0	5	0	0	0	1	0	0	9	4	9	0	69	0	0	1	0	0	4	3	0	2	16	2	0	0	0	3	0	0	0	1	19	0	0	4	0	1	2	0	0	0	11	19	14	5	0	0	0	0	9	0	1	1	0	16	0	0	3
OTU259	0	0	0	0	0	0	0	56	0	0	1	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	8	0	2	0	0	0	0	33	0	5	0	72	0	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	0	37	0	0
OTU260	0	0	0	0	0	0	3	0	0	2	2	1	12	0	0	1	0	5	0	56	22	0	0	0	13	2	0	0	23	0	0	0	0	3	0	0	0	0	7	13	1	6	0	0	0	0	9	4	0	7	0	3	0	11	0	3	65	1	0	10	0	4	54	35	0	0	0	0	10	4	0	0	3	6	0	0	10	0	0	1	0	12	1	0	0	7	20	0	0	3
OTU261	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	4	0	0	2	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	1	0	13	9	2	0	0	1	0	0	0	40	0	168	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	16	0	1	0	0	1	0	0	1	0	0	0	0	3	0	0
OTU262	0	0	0	0	0	0	0	0	9	0	0	0	4	0	2	8	0	1	0	26	3	21	5	0	0	0	0	0	0	0	0	0	0	7	0	6	0	1	0	0	0	0	7	0	0	8	0	18	0	2	0	0	0	0	0	0	0	2	16	1	0	0	2	0	17	0	0	15	0	14	0	0	15	0	0	0	0	0	0	4	0	3	0	0	0	0	16	0	3	0
OTU263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	42	54	0	0
OTU264	0	0	0	0	0	0	2	0	9	1	0	0	3	0	0	0	23	0	16	0	0	0	0	0	0	0	0	0	7	1	0	0	15	0	0	4	0	0	8	3	3	23	0	0	0	34	0	14	6	24	16	6	0	3	0	0	0	0	22	1	0	0	0	12	0	0	0	0	0	128	0	0	0	0	0	0	1	5	0	1	0	19	0	1	5	5	0	0	8	20
OTU265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	24	0	0	6	0	0	7	73	0	0	0	0	3	0	9	3	0	0	0	0	0	0	0	11	0	1	11	0	0	2	0	0	45	0	0	0	0	4	0	0	0	0	0	14	0	0	10	0	0	0	0	13	3	0	0
OTU266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	121	37	0	0	0	0	0	0	0	0	0	50	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU267	0	0	0	0	0	0	4	0	0	0	4	0	1	0	1	0	0	1	0	1	5	0	0	0	0	4	0	0	6	1	1	0	3	0	0	0	2	0	0	6	6	5	0	0	3	0	0	0	1	7	5	0	3	4	1	0	0	0	0	0	46	0	0	30	0	0	3	0	0	17	0	0	0	6	0	11	11	0	0	9	0	11	1	5	1	0	3	0	0	0
OTU268	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	6	0	1	0	28	0	6	0	0	4	0	0	0	141	0	0	0	0	0	3	1	0	1	0	4	0	2	0	0	0	1	18	0	0	0	0	6	0	4	0	0	7	0	0	2	0	0	0	0	20	0	0	0	2	0	0	0	12	18	0	0	0	26	0	2	0	1	0	0	0	0	19	0	2	2
OTU269	0	0	0	0	0	0	0	1	26	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	1	33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	4	0	27	5	0	10	8	0	1	0	0	0	0	7	7	1	7	0	8	0	33	0	0	0	10	0	0	22	4	1	0	0	0	0	0	0	0	1	4	18	47	11	2	0	16
OTU270	0	0	0	0	0	0	0	0	27	3	0	0	0	0	0	7	38	0	18	1	0	0	0	0	0	2	0	0	7	0	5	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	36	0	1	0	0	0	0	0	4	0	1	2	0	19	0	0	0	0	26	29	0	0	0	0	0	0	0	0	0	34	0
OTU271	0	0	0	0	0	0	11	0	4	1	0	0	10	1	0	3	20	1	1	3	15	3	0	0	0	0	3	0	9	0	6	0	13	0	0	25	0	1	5	2	7	115	0	0	0	1	3	0	5	115	4	0	3	9	1	0	0	2	0	6	1	0	24	1	0	0	1	0	0	19	3	23	12	1	0	13	10	16	0	39	25	98	0	0	0	0	1	7	12	46
OTU272	0	0	0	0	0	0	6	0	0	0	0	90	10	0	0	5	3	5	1	0	33	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	1	2	0	1	1	0	0	29	0	0	0	4	0	0	0	0	0	0	28	0	1	0	3	2	3	8	0	0	0	5	1	0	0	21	2	0	1	6	0	4	4	1	0	0	4	1	2	17	0	0	0	0	3	5
OTU273	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU274	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	14	0	1	0	0	0	0	0	0	11	0	0	0	6	0	0	1	0	0	0	1	0	1	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	69	0	53	0	6	2	0	0	0	0	20	0	20	0	0	0	0	0	0	1	0	4	2
OTU275	0	0	0	0	0	0	2	7	4	0	0	0	4	1	1	16	2	0	3	6	0	4	12	0	6	0	0	4	19	0	3	0	4	4	0	2	0	0	49	1	0	2	7	0	0	5	1	14	2	0	0	4	0	0	0	0	0	0	3	7	0	10	0	0	246	173	0	3	0	0	0	11	4	0	0	0	0	8	1	4	0	0	0	0	0	0	12	6	5	4
OTU276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	170	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0
OTU277	0	0	0	0	0	0	1	0	0	6	1	0	16	0	0	2	5	15	0	1	0	0	0	0	0	0	0	13	2	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	3	0	4	0	0	5	0	0	49	0	2	2	5	0	0	2	9	0	0	0	0	2	2	0	0	0	0	4	0
OTU278	0	0	0	0	0	0	0	0	0	0	0	46	0	14	0	0	0	0	77	0	0	0	0	13	79	2	36	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	12	85	0	0	0	20	0	42	0	23	3	97	52	26	0	0	0	0	1	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	58	10	0	0	0	0
OTU279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU280	0	0	0	0	0	0	8	0	6	4	0	3	0	1	5	0	0	0	1	0	0	0	0	1	5	20	29	0	5	0	0	0	0	0	0	3	0	0	0	13	2	6	0	10	0	0	0	0	0	6	0	0	0	13	0	0	0	0	0	15	0	0	0	1	0	0	7	0	1	1	0	0	0	1	14	5	3	0	0	20	0	14	3	0	2	0	0	0	0	6
OTU281	0	0	0	0	0	0	0	38	0	0	0	0	3	0	0	0	0	1	26	4	3	0	2	0	1	0	0	1	10	0	1	23	74	1	0	3	0	0	2	1	7	1	4	0	1	5	0	0	0	0	1	47	0	7	0	0	1	0	0	0	0	5	2	1	0	0	1	0	4	4	0	2	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	9
OTU282	0	0	0	0	0	0	1	0	0	0	0	15	4	6	0	0	2	6	3	0	1	0	0	0	2	20	0	0	1	0	0	5	3	0	0	3	0	0	0	17	17	15	0	1	0	1	0	0	0	11	0	0	2	11	0	6	0	0	0	2	6	0	1	0	0	0	0	0	0	0	0	9	0	11	0	0	0	15	0	6	0	20	1	0	0	0	0	0	1	0
OTU283	0	0	0	0	0	0	0	0	0	0	12	0	18	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	44	0	4	0	0	40	0	29	0	2	0	0	12	0	0	0	0	0	95	5	0	0	0	0	0	0	0	0	0	0
